Sl. No,State,District,Assessment Unit  Name,Assessment Unit Type,Recharge Worthy Area(Ha),Total Annual  Ground Water (Ham) Recharge,Annual Extractable Ground Water Resource  (Ham),Total  Ground Water Extraction  (Ham),Stage of Ground Water  Extraction (%),Categorization
3467,MAHARASHTRA,Nashik,Peth,TALUK,49647,10694.46802,10141.89491,537.672654,5.301500942,Safe
3468,MAHARASHTRA,Nashik,Sinnar,TALUK,126789,18032.81151,17072.75157,16020.42076,93.83619681,Critical
3469,MAHARASHTRA,Nashik,Surgana,TALUK,72303,12532.66938,11906.04294,1478.631157,12.41916533,Safe
3470,MAHARASHTRA,Nashik,Trambakeshwar,TALUK,68122,11969.45628,11367.0618,1302.744264,11.46069483,Safe
3471,MAHARASHTRA,Nashik,Yeola,TALUK,96986,13093.29296,12431.14519,9555.18974,76.86491949,Semi Critical
3472,MAHARASHTRA,Osmanabad,Bhoom,TALUK,43220,4827.528693,4586.142974,2943.039417,64.1724306,Safe
3473,MAHARASHTRA,Osmanabad,Kalamb,TALUK,85658.4,10408.59105,9888.162158,6783.925652,68.60653723,Safe
3474,MAHARASHTRA,Osmanabad,Lohara,TALUK,48285,7380.140318,7011.126347,4006.315872,57.14225752,Safe
3475,MAHARASHTRA,Osmanabad,Omerga,TALUK,89487,13289.61683,12625.13682,7005.075651,55.48514644,Safe
3476,MAHARASHTRA,Osmanabad,Osmanabad,TALUK,118844,18794.19182,17847.60554,11581.47276,64.89090501,Safe
3477,MAHARASHTRA,Osmanabad,Paranda,TALUK,98394,9833.604375,9341.919102,5476.000262,58.61750891,Safe
3478,MAHARASHTRA,Osmanabad,Tuljapur,TALUK,134221,18032.68367,17094.57276,8635.146132,50.51396284,Safe
3479,MAHARASHTRA,Osmanabad,Washi,TALUK,53518.6,6619.443242,6288.464302,4158.414257,66.12765944,Safe
3480,MAHARASHTRA,Palghar,Dahanu,TALUK,52734,4509.23104,4262.957919,1344.533978,31.53993081,Safe
3481,MAHARASHTRA,Palghar,Jawhar,TALUK,32747,2738.530911,2561.273706,284.7436417,11.1172672,Safe
3482,MAHARASHTRA,Palghar,Mokhada,TALUK,17627,1393.777187,1324.088663,187.8206998,14.18490356,Safe
3483,MAHARASHTRA,Palghar,Palghar,TALUK,58251,5340.650448,4994.028638,1381.344041,27.6599143,Safe
3484,MAHARASHTRA,Palghar,Talasari,TALUK,18518,1070.677146,1017.142795,324.2465082,31.87816988,Safe
3485,MAHARASHTRA,Palghar,Vasai,TALUK,32750,1842.924925,1750.773983,665.2766381,37.99900184,Safe
3486,MAHARASHTRA,Palghar,Vikramgad,TALUK,28840,2756.65389,2511.350362,409.4052305,16.30219489,Safe
3487,MAHARASHTRA,Palghar,Wada,TALUK,34619,2492.204453,2332.403933,392.8292626,16.84224833,Safe
3488,MAHARASHTRA,Parbhani,Gangakhed,TALUK,51836,8711.299723,8275.73956,3398.09255,41.06089281,Safe
3489,MAHARASHTRA,Parbhani,Jintur,TALUK,127004,18907.07078,17961.71846,6964.441829,38.77380576,Safe
3490,MAHARASHTRA,Parbhani,Manwat,TALUK,46817,6966.736175,6618.404776,2930.260645,44.27442479,Safe
3491,MAHARASHTRA,Parbhani,Palam,TALUK,50884,6022.428247,5721.304583,3067.418623,53.61397175,Safe
3492,MAHARASHTRA,Parbhani,Parbhani,TALUK,113532,13947.4305,13250.07896,6633.235335,50.06185513,Safe
3493,MAHARASHTRA,Parbhani,Pathari,TALUK,57963,8134.699616,7727.961334,3982.099628,51.52846211,Safe
3494,MAHARASHTRA,Parbhani,Purna,TALUK,65182,11990.12729,11390.61125,5129.04233,45.02868387,Safe
3495,MAHARASHTRA,Parbhani,Selu,TALUK,72703,8726.796215,8290.464101,4141.456704,49.95446157,Safe
3496,MAHARASHTRA,Parbhani,Sonpepth,TALUK,35479,3863.071442,3669.926972,1916.442357,52.2201769,Safe
3497,MAHARASHTRA,Pune,Ambegaon,TALUK,78670.72,11695.52161,10949.0675,8795.239986,80.32866713,Semi Critical
3498,MAHARASHTRA,Pune,Baramati,TALUK,137784.67,27831.56704,25397.49075,16913.19999,66.59398031,Safe
3499,MAHARASHTRA,Pune,Bhor,TALUK,34070.24,3834.70006,3607.330921,1673.34703,46.38740017,Safe
3500,MAHARASHTRA,Pune,Daund,TALUK,126393.01,17151.47217,15928.89074,11408.50618,71.62147296,Semi Critical
3501,MAHARASHTRA,Pune,Haveli,TALUK,110053.65,12202.44222,11481.095,7079.355775,61.66098072,Safe
3502,MAHARASHTRA,Pune,Indapur,TALUK,146762.11,29263.27051,26422.98295,18329.45178,69.36935097,Safe
3503,MAHARASHTRA,Pune,Junnar,TALUK,109757.44,16278.51265,15293.52067,12518.07574,81.85215174,Semi Critical
3504,MAHARASHTRA,Pune,Khed,TALUK,128314.69,14113.33867,13340.78354,10535.7498,78.97399557,Semi Critical
3505,MAHARASHTRA,Pune,Maval,TALUK,78615.53,8994.484157,8500.744701,1891.545101,22.25152228,Safe
3506,MAHARASHTRA,Pune,Mulshi,TALUK,44401.58,8566.527531,7959.587583,1564.18634,19.65160033,Safe
3507,MAHARASHTRA,Pune,Pune City,Urban area,11500,1307.587376,1229.92942,623.1952451,50.66918761,Safe
3508,MAHARASHTRA,Pune,Purandhar,TALUK,97519.25,23369.14118,21170.63183,10854.42503,51.27114354,Safe
3509,MAHARASHTRA,Pune,Shirur,TALUK,148690.7,15083.78596,14201.78769,13771.37971,96.96933942,Critical
3510,MAHARASHTRA,Pune,Velhe,TALUK,23194.43,5357.378755,4975.483666,449.6292785,9.036895882,Safe
3511,MAHARASHTRA,Raigad,Alibag,TALUK,25313,3314.849919,3148.370523,1224.317089,38.88732537,Safe
3512,MAHARASHTRA,Raigad,Karjat,TALUK,38139,2898.15,2727.92,229.85,8.425833602,Safe
3513,MAHARASHTRA,Raigad,Khalapur,TALUK,31561,3984.046017,3783.273985,345.4259501,9.130344552,Safe
3514,MAHARASHTRA,Raigad,Mahad,TALUK,27363,2348.109183,2227.959205,376.087091,16.88034009,Safe
3515,MAHARASHTRA,Raigad,Mangaon,TALUK,51136,4414.680438,4192.405921,380.8636642,9.08460849,Safe
3516,MAHARASHTRA,Raigad,Mhasala,TALUK,14830,1361.268771,1291.26419,531.6473844,41.17262669,Safe
3517,MAHARASHTRA,Raigad,Murud,TALUK,12589,1325.185525,1257.470721,296.2558783,23.55966413,Safe
3518,MAHARASHTRA,Raigad,Panvel,TALUK,35584,3174.092225,3011.211154,859.326364,28.53756578,Safe
3519,MAHARASHTRA,Raigad,Pen,TALUK,22164,2589.956814,2458.462476,235.1593168,9.56530023,Safe
3520,MAHARASHTRA,Raigad,Poladpur,TALUK,11559,902.1896954,857.071319,133.9852737,15.63292001,Safe
3521,MAHARASHTRA,Raigad,Roha,TALUK,40981,4684.563406,4448.368317,452.763372,10.17818984,Safe
3522,MAHARASHTRA,Raigad,Shriwardhan,TALUK,12528,1193.371058,1132.382189,462.0989687,40.80768607,Safe
3523,MAHARASHTRA,Raigad,Sudhagad,TALUK,25712,2749.768139,2609.422104,261.9473869,10.03852104,Safe
3524,MAHARASHTRA,Raigad,Tala,TALUK,8194,705.2902903,668.0852383,254.598263,38.10864968,Safe
3525,MAHARASHTRA,Raigad,Uran,TALUK,17106,2446.498518,2324.172658,166.3639975,7.157987892,Safe
3526,MAHARASHTRA,Ratnagiri,Chiplun,TALUK,79261,6280.723371,5966.675615,747.2297447,12.52338476,Safe
3527,MAHARASHTRA,Ratnagiri,Dapoli,TALUK,40731,3397.978778,3228.072635,864.4313259,26.77855871,Safe
3528,MAHARASHTRA,Ratnagiri,Guhagar,TALUK,57545,4142.690272,3935.545456,1187.586632,30.17590943,Safe
3529,MAHARASHTRA,Ratnagiri,Khed,TALUK,73065,5721.337798,5435.274111,668.1156564,12.29221641,Safe
3530,MAHARASHTRA,Ratnagiri,Lanja,TALUK,42631,3555.496228,3362.070803,517.2314537,15.38431175,Safe
3531,MAHARASHTRA,Ratnagiri,Mandangad,TALUK,26680,2099.406048,1994.43294,302.4291807,15.16366756,Safe
3532,MAHARASHTRA,Ratnagiri,Rajapur,TALUK,76472,6925.542403,6361.633361,919.6659737,14.45644415,Safe
3533,MAHARASHTRA,Ratnagiri,Ratnagiri,TALUK,50541,3904.844653,3709.595319,1138.820766,30.69932616,Safe
3534,MAHARASHTRA,Ratnagiri,Sangameshwar,TALUK,64381,5048.900451,4796.42976,589.1292664,12.28266223,Safe
3535,MAHARASHTRA,Sangli,Atpadi,TALUK,84923,13012.65235,12305.94191,6781.542317,55.10786874,Safe
3536,MAHARASHTRA,Sangli,Jat,TALUK,224761,27643.49972,26147.51563,16236.95501,62.09750572,Safe
3537,MAHARASHTRA,Sangli,Kadegaon,TALUK,56982,15088.60982,13967.87441,7770.095622,55.62833254,Safe
3538,MAHARASHTRA,Sangli,Kavathe Mahankal,TALUK,74953,12198.7945,11353.88129,8371.478447,73.73230555,Semi Critical
3539,MAHARASHTRA,Sangli,Khanapur,TALUK,50917.79,14034.55305,12789.56824,4018.999002,31.42403971,Safe
3540,MAHARASHTRA,Sangli,Miraj,TALUK,95038,16903.39731,15980.68697,9147.522469,57.24110912,Safe
3541,MAHARASHTRA,Sangli,Palus,TALUK,31212.04,8022.964317,7236.501922,2862.275615,39.55330415,Safe
3542,MAHARASHTRA,Sangli,Shirala,TALUK,58734.27,6622.882404,6198.045875,2170.698378,35.02230255,Safe
3543,MAHARASHTRA,Sangli,Tasgaon,TALUK,89315.17,17948.42646,16610.12548,8274.752268,49.81751812,Safe
3544,MAHARASHTRA,Sangli,Walwa,TALUK,75921.97,9846.558473,9150.777672,4814.90508,52.61744141,Safe
3545,MAHARASHTRA,Satara,Jaoli,TALUK,55215,4445.255985,4208.305893,1031.208978,24.50413549,Safe
3546,MAHARASHTRA,Satara,Karad,TALUK,88323,12336.40842,11655.50237,7655.331282,65.67997706,Safe
3547,MAHARASHTRA,Satara,Khandala,TALUK,45551,4918.756857,4625.780727,2967.804591,64.1579177,Safe
3548,MAHARASHTRA,Satara,Khatav,TALUK,126905,12438.73208,11765.73338,9261.299663,78.71417246,Semi Critical
3549,MAHARASHTRA,Satara,Koregaon,TALUK,78698,13722.52719,12765.72622,7163.851259,56.11785132,Safe
3550,MAHARASHTRA,Satara,Mahabaleshwar,TALUK,6012,220.1870848,209.1790199,131.1516881,62.69829934,Safe
3551,MAHARASHTRA,Satara,Man,TALUK,142517,14219.14383,13493.32352,10862.06494,80.49955169,Semi Critical
3552,MAHARASHTRA,Satara,Patan,TALUK,93138,3326.443678,3159.727913,2088.282555,66.0905816,Safe
3553,MAHARASHTRA,Satara,Phaltan,TALUK,110345,16802.40932,15765.73576,10556.51047,66.95856529,Safe
3554,MAHARASHTRA,Satara,Satara,TALUK,78336,20104.3893,18708.48906,8069.164602,43.13103306,Safe
3555,MAHARASHTRA,Satara,Wai,TALUK,52467,9059.156257,8340.076147,5718.239973,68.56340245,Safe
3556,MAHARASHTRA,Sindhudurg,Devgad,TALUK,48229.35,3954.010353,3756.311857,1453.725444,38.700872,Safe
3557,MAHARASHTRA,Sindhudurg,Doudamarg,TALUK,11509.59,667.3258254,633.9709103,354.6447307,55.94022138,Safe
3558,MAHARASHTRA,Sindhudurg,Kankavali,TALUK,46940.58,4197.798454,3987.910807,1421.199597,35.63769767,Safe
3559,MAHARASHTRA,Sindhudurg,Kudal,TALUK,49252.15,4853.013548,4610.371679,2232.336665,48.41988501,Safe
3560,MAHARASHTRA,Sindhudurg,Malwan,TALUK,38108.97,3489.083822,3314.629721,1297.699743,39.15066999,Safe
3561,MAHARASHTRA,Sindhudurg,Sawantwadi,TALUK,44371.67,2740.494667,2595.805261,1272.115345,49.00657859,Safe
3562,MAHARASHTRA,Sindhudurg,Vaibhavvwadi,TALUK,17782.87,1499.282267,1424.320841,686.1709172,48.17530555,Safe
3563,MAHARASHTRA,Sindhudurg,Vengurla,TALUK,23110.32,1941.861064,1844.768924,934.6475575,50.66474968,Safe
3564,MAHARASHTRA,Solapur,Akkalkot,TALUK,140705,14199.56759,13399.85151,7477.300089,55.80136529,Safe
3565,MAHARASHTRA,Solapur,Barshi,TALUK,149562,10752.09887,10214.49007,8098.609924,79.28550391,Semi Critical
3566,MAHARASHTRA,Solapur,Karmala,TALUK,165983,12175.56346,11566.79289,8361.206985,72.28630325,Semi Critical
3567,MAHARASHTRA,Solapur,Madha,TALUK,155933,16836.69307,15994.84668,12846.4351,80.31608776,Semi Critical
3568,MAHARASHTRA,Solapur,Malshiras,TALUK,149299,20646.21893,19613.88535,19797.56552,100.9364803,Over Exploited
3569,MAHARASHTRA,Solapur,Mangalwedha,TALUK,113510,9188.425385,8589.186187,6767.032219,78.78548761,Semi Critical
3570,MAHARASHTRA,Solapur,Mohol,TALUK,136046,14516.23921,13790.43336,11950.67865,86.65919582,Semi Critical
3571,MAHARASHTRA,Solapur,NSolapur,TALUK,58927,6600.194057,6270.178725,4210.023993,67.14360431,Safe
3572,MAHARASHTRA,Solapur,Pandharpur,TALUK,129010,15252.55597,14451.11544,10802.1632,74.74968449,Semi Critical
3573,MAHARASHTRA,Solapur,Sangola,TALUK,176500,15225.50624,14405.88088,10724.67173,74.44648346,Semi Critical
3574,MAHARASHTRA,Solapur,SSolapur,TALUK,108415,11119.94721,10558.43891,6718.472597,63.63130623,Safe
3575,MAHARASHTRA,Thane,Ambarnath,TALUK,26980,1822.228408,1726.378921,352.9164296,20.44258217,Safe
3576,MAHARASHTRA,Thane,Bhivandi,TALUK,40634,2959.157737,2798.7413,1138.532531,40.68016328,Safe
3577,MAHARASHTRA,Thane,Kalyan,TALUK,12643,854.74257,812.0051689,164.8108078,20.29676831,Safe
3578,MAHARASHTRA,Thane,Murbad,TALUK,54378,3748.955482,3561.494228,348.3782337,9.781799757,Safe
3579,MAHARASHTRA,Thane,Shahapur,TALUK,75675,6415.193165,6022.959505,722.1149661,11.9893711,Safe
3580,MAHARASHTRA,Thane,Thane,TALUK,21837,1402.566227,1332.439696,375.3514378,28.17023832,Safe
3581,MAHARASHTRA,Thane,Ulhasnagar,TALUK,1300,87.30641167,82.94118052,35.13559439,42.36206209,Safe
3582,MAHARASHTRA,Wardha,Arvi,TALUK,79476,10644.62351,10112.40139,4859.023023,48.05013997,Safe
3583,MAHARASHTRA,Wardha,Ashti,TALUK,45935,6924.572916,6578.351193,3434.863457,52.21465617,Safe
3584,MAHARASHTRA,Wardha,Deoli,TALUK,68178,11309.63355,10744.14012,4351.431677,40.50051123,Safe
3585,MAHARASHTRA,Wardha,Hinganghat,TALUK,91965,13100.61919,12445.58815,6231.603831,50.07078619,Safe
3586,MAHARASHTRA,Wardha,Karanja,TALUK,60320,9099.143746,8635.139341,5361.551062,62.08991946,Safe
3587,MAHARASHTRA,Wardha,Samudrapur,TALUK,92552,15107.29644,14351.91861,6353.386317,44.26855037,Safe
3588,MAHARASHTRA,Wardha,Seloo,TALUK,64140,10118.48069,9612.552647,5177.816729,53.8651586,Safe
3589,MAHARASHTRA,Wardha,Wardha,TALUK,78650,13153.01997,12402.55855,6798.233904,54.81315711,Safe
3590,MAHARASHTRA,Washim,Karanja,TALUK,81886.56,8524.26521,8048.031992,5306.383481,65.93392628,Safe
3591,MAHARASHTRA,Washim,Malegaon,TALUK,84643.08,9902.617201,9407.495832,5626.887223,59.81280591,Safe
3592,MAHARASHTRA,Washim,Mangrulpir,TALUK,71008.53,10916.70383,10352.71432,5076.393335,49.03441916,Safe
3593,MAHARASHTRA,Washim,Manora,TALUK,70488.15,9911.919049,9416.299624,4492.950108,47.71460433,Safe
3594,MAHARASHTRA,Washim,Risod,TALUK,84924.19,12726.02605,12039.82129,7477.712944,62.10817225,Safe
3595,MAHARASHTRA,Washim,Washim,TALUK,88245.91,11241.74866,10679.66694,6248.062909,58.50428617,Safe
3596,MAHARASHTRA,Yawatmal,Arni,TALUK,65767.39,8463.345415,8029.995974,3032.18636,37.7607457,Safe
3597,MAHARASHTRA,Yawatmal,Babulgaon,TALUK,53129.15,5650.998543,5367.374709,2327.137832,43.35709649,Safe
3598,MAHARASHTRA,Yawatmal,Daravha,TALUK,76872.21,8459.816955,7987.552588,3611.238,45.21081972,Safe
3599,MAHARASHTRA,Yawatmal,Digras,TALUK,46370.6,5665.931593,5337.629875,2444.104794,45.79007632,Safe
3600,MAHARASHTRA,Yawatmal,Ghatanji,TALUK,75790.02,8164.285785,7756.084954,1732.810182,22.34129967,Safe
3601,MAHARASHTRA,Yawatmal,Kalamb,TALUK,62832.35,6207.684651,5845.774791,2386.193053,40.81910676,Safe
3602,MAHARASHTRA,Yawatmal,Mahagaon,TALUK,72193.56,7912.437746,7502.106126,4103.886149,54.70312043,Safe
3603,MAHARASHTRA,Yawatmal,Maregaon,TALUK,57586.79,4321.968077,4084.856587,1406.675476,34.43634913,Safe
3604,MAHARASHTRA,Yawatmal,Ner,TALUK,63372.32,5479.910208,5203.420085,2849.338363,54.75895307,Safe
3605,MAHARASHTRA,Yawatmal,Omarkhed,TALUK,97835.73,13829.01896,12953.52356,4482.515214,34.60460154,Safe
3606,MAHARASHTRA,Yawatmal,Pandharkavada,TALUK,69925.56,7513.035994,7104.131441,1852.156246,26.07153685,Safe
3607,MAHARASHTRA,Yawatmal,Pusad,TALUK,98440.16,12030.88493,11381.52318,4531.274035,39.81254497,Safe
3608,MAHARASHTRA,Yawatmal,Ralegaon,TALUK,68676.09,7094.538318,6597.844578,2533.335153,38.39640541,Safe
3609,MAHARASHTRA,Yawatmal,Wani,TALUK,80596.78,8313.408099,7897.727753,2473.825918,31.32326151,Safe
3610,MAHARASHTRA,Yawatmal,Yeotmal,TALUK,93283.95,9683.077122,9183.065363,3726.436823,40.57944353,Safe
3611,MAHARASHTRA,Yawatmal,Zara Zamani,TALUK,61394.01,6110.817604,5801.84843,1507.266403,25.97907238,Safe
3612,MANIPUR,BISHNUPUR,BISHNUPUR,N C,28000,6735.14,6061.626,358.78,5.92,Safe
3613,MANIPUR,BISHNUPUR,MOIRANG,N C,21600,5178.73,4660.857,253.1,5.43,Safe
3614,MANIPUR,CHURACHANPUR,CHURACHANDPUR,N C,32100,8287.09,7458.381,461.14,6.18,Safe
3615,MANIPUR,IMPHAL EAST,IMPHAL EAST I,N C,23290,4991.36,4492.224,812.31,18.08,Safe
3616,MANIPUR,IMPHAL EAST,IMPHAL EAST II,N C,47610,9956.98,8961.282,273.060885,3.05,Safe
3617,MANIPUR,IMPHAL WEST,IMPHAL WEST I,N C,28100,4703.47,4233.123,452.49,10.69,Safe
3618,MANIPUR,IMPHAL WEST,IMPHAL WEST II,N C,23800,3995.91,3596.319,412.88,11.48,Safe
3619,MANIPUR,THOUBAL,KAKCHING,N C,19000,2952.48,2657.232,310.65,11.69,Safe
3620,MANIPUR,THOUBAL,THOUBAL,N C,32400,4984.99,4486.491,392.55,8.75,Safe
3621,MEGHALAYA,EAST GARO HILLS,DAMBO RONGJENG,BLOCK,15974,2685.74,2417.17,131.54,5.441901066,Safe
3622,MEGHALAYA,EAST GARO HILLS,SAMANDA,BLOCK,19085,3578.29,3220.46,86.31,2.680051918,Safe
3623,MEGHALAYA,EAST GARO HILLS,SONGSAK,BLOCK,15156,3163.27,2846.95,121.21,4.25753877,Safe
3624,MEGHALAYA,EAST JAINTIA HILLS,KHLIEHRIAT,BLOCK,50445,11096.98,9987.28,129.32,1.294847045,Safe
3625,MEGHALAYA,EAST JAINTIA HILLS,SAIPUNG,BLOCK,32290,5857.06,5271.35,61.15,1.160044391,Safe
3626,MEGHALAYA,EAST KHASI HILLS,KHATARSHNONG LAITKROH,BLOCK,12835,2970.05,2673.05,58.79,2.199360281,Safe
3627,MEGHALAYA,EAST KHASI HILLS,MAWKYNREW,BLOCK,11292,2907.95,2617.15,43.65,1.667844793,Safe
3628,MEGHALAYA,EAST KHASI HILLS,MAWPHLANG,BLOCK,10183,2328.11,2095.3,60.57,2.8907555,Safe
3629,MEGHALAYA,EAST KHASI HILLS,MAWRYNGKNENG,BLOCK,8794,1984.35,1785.92,91.96,5.149166816,Safe
3630,MEGHALAYA,EAST KHASI HILLS,MAWSYNRAM,BLOCK,14733,4176.04,3758.43,54.56,1.451669979,Safe
3631,MEGHALAYA,EAST KHASI HILLS,MYLLIEM,BLOCK,3073,744.06,669.66,62.2,9.288295553,Safe
3632,MEGHALAYA,EAST KHASI HILLS,GREATER SHILLONG,BLOCK,3250,565.6,509.04,214.57,42.15189376,Safe
3633,MEGHALAYA,EAST KHASI HILLS,PYNURSLA,BLOCK,12059,3895.72,3506.15,16.77,0.478302411,Safe
3634,MEGHALAYA,EAST KHASI HILLS,SHELLA BHOLAGANJ,BLOCK,10513,3122.11,2809.9,48.31,1.719278266,Safe
3635,MEGHALAYA,NORTH GARO HILLS,KHARKUTTA,BLOCK,13130,3589.02,3141.63,137.75,4.384666558,Safe
3636,MEGHALAYA,NORTH GARO HILLS,RESUBELPARA,BLOCK,23901,6379.4,5209.18,271.62,5.21425637,Safe
3637,MEGHALAYA,RI BHOI,JIRANG,BLOCK,14821,1468.5,1321.65,42.94,3.248969092,Safe
3638,MEGHALAYA,RI BHOI,UMLING,BLOCK,13744,1384.63,1246.17,122.33,9.816477688,Safe
3639,MEGHALAYA,RI BHOI,UMSNING,BLOCK,40313,3727.01,3354.31,171.89,5.124451825,Safe
3640,MEGHALAYA,SOUTH GARO HILLS,BAGHMARA,BLOCK,15465,4824.17,4341.75,97.54,2.246559567,Safe
3641,MEGHALAYA,SOUTH GARO HILLS,CHOKPOT,BLOCK,16686,5374.98,4837.48,49.03,1.013544242,Safe
3642,MEGHALAYA,SOUTH GARO HILLS,GASUAPARA,BLOCK,16366,6054.26,5448.83,57.62,1.057474724,Safe
3643,MEGHALAYA,SOUTH GARO HILLS,RONGARA,BLOCK,17440,7276.1,6548.49,47.35,0.723067455,Safe
3644,MEGHALAYA,SOUTH WEST GARO HILLS,BETASING,BLOCK,22763,4884.29,2663.38,604.18,22.6847089,Safe
3645,MEGHALAYA,SOUTH WEST GARO HILLS,ZIKZAK,BLOCK,19757,3208.01,1778.8,159.81,8.984146616,Safe
3646,MEGHALAYA,SOUTH WEST KHASI HILLS,MAWKYRWAT,BLOCK,21422,5253.69,4728.32,99.86,2.111955198,Safe
3647,MEGHALAYA,SOUTH WEST KHASI HILLS,RANIKOR,BLOCK,27115,9104.16,8193.75,35.31,0.430938215,Safe
3648,MEGHALAYA,WEST GARO HILLS,DADENGGIRI,BLOCK,26181,4461.47,1500.8,91.82,6.118070362,Safe
3649,MEGHALAYA,WEST GARO HILLS,DALU,BLOCK,21244,4634.24,1860.59,104.28,5.604673786,Safe
3650,MEGHALAYA,WEST GARO HILLS,GAMBEGRE,BLOCK,10341,2538.42,1482.24,47.96,3.235643351,Safe
3651,MEGHALAYA,WEST GARO HILLS,RONGRAM,BLOCK,18915,3330.45,2080.18,151.66,7.290715227,Safe
3652,MEGHALAYA,WEST GARO HILLS,SELSELLA,BLOCK,35211,12791.14,8153.76,2315.71,28.40051706,Safe
3653,MEGHALAYA,WEST GARO HILLS,TIKRIKILLA,BLOCK,15892,3551.39,2504.73,209.3,8.356190088,Safe
3654,MEGHALAYA,WEST JAINTIA HILLS,AMLAREM,BLOCK,17583,3292,2962.8,30.7,1.03618199,Safe
3655,MEGHALAYA,WEST JAINTIA HILLS,LASKEIN,BLOCK,19117,3085.4,2776.86,245.75,8.849924015,Safe
3656,MEGHALAYA,WEST JAINTIA HILLS,THADLASKEIN,BLOCK,42486,4880.07,4392.06,317,7.217569887,Safe
3657,MEGHALAYA,WEST KHASI HILLS,MAIRANG,BLOCK,24555,6415.52,5773.97,119.16,2.063744703,Safe
3658,MEGHALAYA,WEST KHASI HILLS,MAWSHYNRUT,BLOCK,54407,12872.67,11585.4,148.6,1.282648851,Safe
3659,MEGHALAYA,WEST KHASI HILLS,MAWTHADRAISHAN,BLOCK,14489,4107.31,3696.58,81.46,2.203658517,Safe
3660,MEGHALAYA,WEST KHASI HILLS,NONGSTOIN,BLOCK,30519,8310.36,7479.32,103.91,1.389297423,Safe
3661,MIZORAM,AIZAWL,AIBAWK,BLOCK,131,9.48,8.54,5.87,68.735363,Safe
3662,MIZORAM,AIZAWL,DARLAWN,BLOCK,7623,551.78,496.6,19.23,3.872331857,Safe
3663,MIZORAM,AIZAWL,PHULLEN,BLOCK,3343,241.98,217.78,12.98,5.960143264,Safe
3664,MIZORAM,AIZAWL,THINGSULTHLIAH,BLOCK,4161,301.19,271.07,16.66,6.146013945,Safe
3665,MIZORAM,AIZAWL,TLANGNUAM,BLOCK,6476,468.76,421.88,142.2,33.70626718,Safe
3666,MIZORAM,CHAMPHAI,CHAMPHAI,BLOCK,8096,452.14,406.92,28.27,6.947311511,Safe
3667,MIZORAM,CHAMPHAI,KHAWBUNG,BLOCK,5495,306.88,276.19,1.43,0.517759513,Safe
3668,MIZORAM,CHAMPHAI,KHAWZAWL,BLOCK,9486,529.77,476.79,6.99,1.466054238,Safe
3669,MIZORAM,CHAMPHAI,NGOPA,BLOCK,5596,312.52,281.27,7.3,2.595370996,Safe
3670,MIZORAM,KOLASIB,BILKHAWTHLIR,BLOCK,18978,1361.56,1225.41,21.97,1.792869325,Safe
3671,MIZORAM,KOLASIB,NORTH THINGDAWL,BLOCK,20537,1473.41,1326.07,9.05,0.682467743,Safe
3672,MIZORAM,LAWNGTLAI,BUNGTLANG SOUTH,BLOCK,14659,939.59,845.63,4.46,0.527417428,Safe
3673,MIZORAM,LAWNGTLAI,CHAWNGTE,BLOCK,24542,1573.05,1415.74,30.18,2.131747355,Safe
3674,MIZORAM,LAWNGTLAI,LAWNGTLAI,BLOCK,11093,711.02,639.92,59.45,9.290223778,Safe
3675,MIZORAM,LAWNGTLAI,SANGAU,BLOCK,1781,114.15,102.73,7.76,7.553781758,Safe
3676,MIZORAM,LUNGLEI,HNAHTHIAL,BLOCK,5275,365.95,329.36,57.76,17.53704154,Safe
3677,MIZORAM,LUNGLEI,LUNGLEI,BLOCK,9850,683.36,615.03,59.53,9.679202641,Safe
3678,MIZORAM,LUNGLEI,LUNGSEN,BLOCK,34645,2403.53,2163.17,46.33,2.14176417,Safe
3679,MIZORAM,LUNGLEI,WEST BUNGHMUN,BLOCK,24717,1714.76,1543.29,25.84,1.674345068,Safe
3680,MIZORAM,MAMIT,REIEK,BLOCK,11650,811.59,730.43,28.58,3.912763715,Safe
3681,MIZORAM,MAMIT,WEST PHAILENG,BLOCK,20459,1425.26,1282.73,35.35,2.755841058,Safe
3682,MIZORAM,MAMIT,ZAWLNUAM,BLOCK,39522,2753.26,2477.94,36.35,1.466944317,Safe
3683,MIZORAM,SAIHA,SAIHA,BLOCK,2266,163.08,146.77,28.67,19.53396471,Safe
3684,MIZORAM,SAIHA,TUIPANG,BLOCK,8394,604.1,543.69,11.14,2.048961725,Safe
3685,MIZORAM,SERCHHIP,E LUNGDAR,BLOCK,3846,207.5,186.75,27.12,14.52208835,Safe
3686,MIZORAM,SERCHHIP,SERCHHIP,BLOCK,12320,664.68,598.21,20.39,3.408502031,Safe
3687,NAGALAND,DIMAPUR,DHANSIRIPAR,BLOCK,16602.22,6450.12,5805.1,232.52,4.005443489,Safe
3688,NAGALAND,DIMAPUR,KUHOBOTO,BLOCK,4004.75,1500.12,1350.1,120.52,8.926746167,Safe
3689,NAGALAND,DIMAPUR,MEDZIPHEMA,BLOCK,37180.03,13446.44,12774.12,1118.93,8.759350938,Safe
3690,NAGALAND,DIMAPUR,NIULAND,BLOCK,5258.67,1825.54,1642.99,76.59,4.661623017,Safe
3691,NAGALAND,KIPHIRE,KIPHIRE,BLOCK,1043.61,134.3,120.87,6.11,5.055017788,Safe
3692,NAGALAND,KIPHIRE,PUNGRO,BLOCK,1371.78,153.11,137.8,0.43,0.312046444,Safe
