Sl. No,State,District,Assessment Unit  Name,Assessment Unit Type,Recharge Worthy Area(Ha),Total Annual  Ground Water (Ham) Recharge,Annual Extractable Ground Water Resource  (Ham),Total  Ground Water Extraction  (Ham),Stage of Ground Water  Extraction (%),Categorization
3243,MADHYA PRADESH,UMARIA,KARKELI,BLOCK,156000,10333.7,9817.02,2629.6,26.78613266,Safe
3244,MADHYA PRADESH,UMARIA,MANPUR,BLOCK,184600,18975.41,18026.64,3292.96,18.26718679,Safe
3245,MADHYA PRADESH,UMARIA,PALI,BLOCK,81300,8081.11,7677.05,830.28,10.81509173,Safe
3246,MADHYA PRADESH,VIDISHA,BASODA,BLOCK,108800,14574.24,13845.53,9347.11,67.50994725,Safe
3247,MADHYA PRADESH,VIDISHA,GYARASPUR,BLOCK,84100,11749.19,11161.73,8255.15,73.9594131,Semi Critical
3248,MADHYA PRADESH,VIDISHA,KURWAI,BLOCK,81000,12440.47,11818.44,8787.01,74.34999882,Semi Critical
3249,MADHYA PRADESH,VIDISHA,LATERI,BLOCK,89200,10404.25,9884.03,5157.24,52.1775025,Safe
3250,MADHYA PRADESH,VIDISHA,NATERAN,BLOCK,97700,12183.74,11116.13,6738.25,60.61686936,Safe
3251,MADHYA PRADESH,VIDISHA,SIRONJ,BLOCK,103700,14873.23,14129.56,9420.38,66.67143209,Safe
3252,MADHYA PRADESH,VIDISHA,VIDISHA,BLOCK,106270,19277.31,18313.44,9515.17,51.95730567,Safe
3253,MAHARASHTRA,Ahmednagar,Akola,TALUK,123350,8789.777722,8350.282272,6644.189995,79.56844785,Semi Critical
3254,MAHARASHTRA,Ahmednagar,Jamkhed,TALUK,68603,6588.82,6259.38,3877.95,61.95421911,Safe
3255,MAHARASHTRA,Ahmednagar,Karjat,TALUK,139398,13031.57459,12380.00478,7418.66377,59.92456305,Safe
3256,MAHARASHTRA,Ahmednagar,Kopargaon,TALUK,66643.39,8134.906629,7719.500219,7193.179776,93.18193629,Critical
3257,MAHARASHTRA,Ahmednagar,Nagar,TALUK,131868,12607.43388,11977.05761,8005.092106,66.83688405,Safe
3258,MAHARASHTRA,Ahmednagar,Newasa,TALUK,132780,17655.85851,16773.04737,14570.20716,86.86678597,Semi Critical
3259,MAHARASHTRA,Ahmednagar,Parner,TALUK,177332,16934.6981,16071.54725,6625.371424,41.22422888,Safe
3260,MAHARASHTRA,Ahmednagar,Pathardi,TALUK,110910,11480.30898,10906.29389,9098.365049,83.42306875,Semi Critical
3261,MAHARASHTRA,Ahmednagar,Rahuri,TALUK,93486,13453.83141,12781.12548,12169.9846,95.21841108,Critical
3262,MAHARASHTRA,Ahmednagar,Rhata,TALUK,65448.4,8322.973721,7906.825012,8986.598676,113.6562231,Over Exploited
3263,MAHARASHTRA,Ahmednagar,Sangamner,TALUK,164094.93,14493.23136,13768.56138,12788.70223,92.88335856,Critical
3264,MAHARASHTRA,Ahmednagar,Shevgaon,TALUK,94578,9296.085876,8831.273697,7359.392637,83.33330943,Semi Critical
3265,MAHARASHTRA,Ahmednagar,Shrigonda,TALUK,135667,11898.18737,11204.60934,8745.624647,78.05381148,Semi Critical
3266,MAHARASHTRA,Ahmednagar,Shrirampur,TALUK,58316.28,8376.951858,7958.101708,7301.777927,91.75275958,Critical
3267,MAHARASHTRA,Akola,Akola,TALUK,99521.87,4735.767625,4446.872641,2632.003441,59.18774055,Safe
3268,MAHARASHTRA,Akola,Akot,TALUK,80449.23,4648.825369,4344.515384,2815.444504,64.80456977,Safe
3269,MAHARASHTRA,Akola,Balapur,TALUK,67013.08,4719.450904,4401.962848,2709.098421,61.54296424,Safe
3270,MAHARASHTRA,Akola,Barsi Takli,TALUK,68347.37,6107.707148,5644.446937,4031.259767,71.41992497,Semi Critical
3271,MAHARASHTRA,Akola,Murtizapur,TALUK,76798.03,5532.616721,5239.181595,3477.596905,66.37672015,Safe
3272,MAHARASHTRA,Akola,Patur,TALUK,59873.3,6314.935055,5941.366894,3750.6904,63.12840911,Safe
3273,MAHARASHTRA,Akola,Telhara,TALUK,62161.99,7578.507704,6838.280462,4383.102607,64.09656098,Safe
3274,MAHARASHTRA,Amravati,Achlapur,TALUK,63812,7996.016054,7248.104988,6007.159393,82.87903394,Semi Critical
3275,MAHARASHTRA,Amravati,Amravati,TALUK,80309,7613.298632,7035.024742,4741.928347,67.40457242,Safe
3276,MAHARASHTRA,Amravati,Anjangaon Surji,TALUK,52089,5437.406131,5054.440698,2656.665859,52.56102541,Safe
3277,MAHARASHTRA,Amravati,Bhatkuli,TALUK,57991,411.2021256,390.6414027,213.8168073,54.73480431,Safe
3278,MAHARASHTRA,Amravati,Chandur Bazar,TALUK,66563,6683.477896,6196.628005,7274.310651,117.3914368,Over Exploited
3279,MAHARASHTRA,Amravati,Chandur Railway,TALUK,47062,5334.837449,5011.363166,3187.178856,63.59903984,Safe
3280,MAHARASHTRA,Amravati,Chikhaldara,TALUK,31728,3218.786322,2970.618554,1847.4408,62.19044172,Safe
3281,MAHARASHTRA,Amravati,Daryapur,TALUK,77689,0,0,0,60.02154463,Salinity
3282,MAHARASHTRA,Amravati,Dhamangaon Railway,TALUK,59692,6193.45093,5740.986091,3737.878816,65.1086548,Safe
3283,MAHARASHTRA,Amravati,Dharni,TALUK,39180,3851.249239,3624.685688,1866.905289,51.50530141,Safe
3284,MAHARASHTRA,Amravati,Morshi,TALUK,70106,9501.337664,8881.147657,7385.352671,83.15763859,Semi Critical
3285,MAHARASHTRA,Amravati,Nandgaon,TALUK,70595,7435.728353,7063.619757,5098.032598,72.17308934,Semi Critical
3286,MAHARASHTRA,Amravati,Tiwsa,TALUK,53891,9033.481425,8549.802191,5529.930145,64.67904195,Safe
3287,MAHARASHTRA,Amravati,Warud,TALUK,68532,11082.66494,10055.16098,12137.92858,120.7134187,Over Exploited
3288,MAHARASHTRA,Aurangabad,Aurangabad,TALUK,147407.25,13830.97763,13139.46024,8940.786533,68.04531062,Safe
3289,MAHARASHTRA,Aurangabad,Fulambre,TALUK,39998.75,5170.968428,4912.415861,3495.353329,71.15344929,Semi Critical
3290,MAHARASHTRA,Aurangabad,Gangapur,TALUK,128019,15260.05788,14474.80562,9205.874105,63.59929345,Safe
3291,MAHARASHTRA,Aurangabad,Kannad,TALUK,128047,18978.30512,17993.96903,10524.17655,58.48724388,Safe
3292,MAHARASHTRA,Aurangabad,Khuldabad,TALUK,43724,6538.623005,6211.690676,4019.69078,64.71170233,Safe
3293,MAHARASHTRA,Aurangabad,Paithan,TALUK,149988,20392.7876,19373.12091,12809.61497,66.12055449,Safe
3294,MAHARASHTRA,Aurangabad,Sillod,TALUK,117696,14876.88719,14126.90286,9116.224652,64.5309502,Safe
3295,MAHARASHTRA,Aurangabad,Soyegaon,TALUK,60928,5822.618711,5523.603667,3087.344159,55.89365828,Safe
3296,MAHARASHTRA,Aurangabad,Vaijapur,TALUK,134366,17683.09444,16798.94114,11615.87493,69.14647081,Safe
3297,MAHARASHTRA,Beed,Ambejogai,TALUK,89860,10594.03677,10056.59967,5403.234399,53.72824393,Safe
3298,MAHARASHTRA,Beed,Ashti,TALUK,143644,17361.99965,16493.86566,10355.02031,62.78103949,Safe
3299,MAHARASHTRA,Beed,Beed,TALUK,134779,16031.65639,15230.06721,9792.402355,64.29651439,Safe
3300,MAHARASHTRA,Beed,Dharur,TALUK,23576,3022.260088,2871.138758,1553.745714,54.11600919,Safe
3301,MAHARASHTRA,Beed,Gevrai,TALUK,147921,18700.85033,17677.12321,11921.00784,67.43748796,Safe
3302,MAHARASHTRA,Beed,Kaij,TALUK,132030,14962.25825,14214.1421,9059.793628,63.73788558,Safe
3303,MAHARASHTRA,Beed,Majalgaon,TALUK,92096,12147.34117,11438.3111,6584.231486,57.5629691,Safe
3304,MAHARASHTRA,Beed,Parli,TALUK,63526,11939.30056,11318.46331,4281.376214,37.82647961,Safe
3305,MAHARASHTRA,Beed,Patoda,TALUK,72377,8906.00071,8455.86389,5703.381522,67.44883309,Safe
3306,MAHARASHTRA,Beed,Shirur Ka,TALUK,61407,7150.719617,6702.793706,4120.081912,61.46812946,Safe
3307,MAHARASHTRA,Beed,Wadvani,TALUK,73989,9473.496464,8999.821388,4609.144617,51.21373434,Safe
3308,MAHARASHTRA,Bhandara,Bhandara,TALUK,63776,8850.13332,8284.125398,3557.923204,42.9486884,Safe
3309,MAHARASHTRA,Bhandara,Lakhandur,TALUK,45038,40689.21082,36862.1887,3190.035359,8.653949946,Safe
3310,MAHARASHTRA,Bhandara,Lakhani,TALUK,46600,6176.307919,5867.486969,3181.021423,54.21437558,Safe
3311,MAHARASHTRA,Bhandara,Mohadi,TALUK,51494,6166.518007,5854.379249,3313.964839,56.60659649,Safe
3312,MAHARASHTRA,Bhandara,Pauni,TALUK,64046,16214.56718,15028.82819,5500.281638,36.59820692,Safe
3313,MAHARASHTRA,Bhandara,Sakoli,TALUK,53420,7255.599725,6882.407232,3590.82543,52.17397503,Safe
3314,MAHARASHTRA,Bhandara,Tumsar,TALUK,72123,8981.102967,8493.954538,3953.728641,46.54756065,Safe
3315,MAHARASHTRA,Buldhana,Buldhana,TALUK,60748,7956.728605,7541.219464,6231.241788,82.62910021,Semi Critical
3316,MAHARASHTRA,Buldhana,Chikhali,TALUK,93581,11518.90791,10908.17455,8327.119109,76.33833753,Semi Critical
3317,MAHARASHTRA,Buldhana,Deulgaon Raja,TALUK,44866,5786.167614,5496.85026,3803.499399,69.19416063,Safe
3318,MAHARASHTRA,Buldhana,Jalgaon,TALUK,54218,5461.431661,5170.2878,5891.085777,113.9411577,Over Exploited
3319,MAHARASHTRA,Buldhana,Khamgaon,TALUK,96087,10260.04765,9565.334774,6287.328673,65.73035677,Safe
3320,MAHARASHTRA,Buldhana,Lonar,TALUK,57912,7352.515614,6845.052766,4759.672348,69.53448732,Safe
3321,MAHARASHTRA,Buldhana,Malakapur,TALUK,44372,5156.5354,4892.448444,3366.043298,68.80079242,Safe
3322,MAHARASHTRA,Buldhana,Mehkar,TALUK,90285,11053.68629,10405.26566,6310.290696,60.64516663,Safe
3323,MAHARASHTRA,Buldhana,Motala,TALUK,56018,5880.919369,5568.854665,3351.205571,60.17764464,Safe
3324,MAHARASHTRA,Buldhana,Nandura,TALUK,53625,5274.366737,4974.534699,3917.961808,78.76036745,Semi Critical
3325,MAHARASHTRA,Buldhana,Sangrampur,TALUK,51627,4472.147686,4122.434612,4743.145808,115.0569082,Over Exploited
3326,MAHARASHTRA,Buldhana,Shegaon,TALUK,50979,3221.897868,3030.491987,1646.962361,54.34636911,Safe
3327,MAHARASHTRA,Buldhana,Sindkhed  Raja,TALUK,66297,8275.643567,7799.729682,5446.082092,69.82398511,Safe
3328,MAHARASHTRA,Chandrapur,Ballarpur,TALUK,43059,6064.32224,5761.106789,1025.571692,17.80164349,Safe
3329,MAHARASHTRA,Chandrapur,Bhadravati,TALUK,142621,13960.10539,13262.10576,2948.386478,22.23166163,Safe
3330,MAHARASHTRA,Chandrapur,Brahmapuri,TALUK,72363,7960.455067,7500.174136,3303.19239,44.04154264,Safe
3331,MAHARASHTRA,Chandrapur,Chandrapur,TALUK,94061,10419.48034,9898.518853,2132.170065,21.54029403,Safe
3332,MAHARASHTRA,Chandrapur,Chimmur,TALUK,64777,5955.784434,5655.377913,2539.129575,44.89761098,Safe
3333,MAHARASHTRA,Chandrapur,Gondpipri,TALUK,73430,7567.195866,7188.838968,1838.629707,25.57617043,Safe
3334,MAHARASHTRA,Chandrapur,Jiwati,TALUK,43178,3458.239308,3260.465585,1045.104907,32.05385489,Safe
3335,MAHARASHTRA,Chandrapur,Korpana,TALUK,43159,2735.508516,2552.054736,797.7176345,31.25785758,Safe
3336,MAHARASHTRA,Chandrapur,Mul,TALUK,40572,5527.957293,5241.852031,1709.65688,32.61551203,Safe
3337,MAHARASHTRA,Chandrapur,Nagbhind,TALUK,65337,9221.726191,8698.298689,2914.125717,33.50224936,Safe
3338,MAHARASHTRA,Chandrapur,Pobhurna,TALUK,36463,4724.990437,4479.491594,1242.690168,27.74176805,Safe
3339,MAHARASHTRA,Chandrapur,Rajura,TALUK,82548,7730.062176,7339.14968,1977.627458,26.94627504,Safe
3340,MAHARASHTRA,Chandrapur,Sawali,TALUK,59050,8757.174938,8317.355227,2047.289841,24.61467359,Safe
3341,MAHARASHTRA,Chandrapur,Sindewali,TALUK,78649,11055.53575,10366.6696,3366.061234,32.47003487,Safe
3342,MAHARASHTRA,Chandrapur,Warora,TALUK,108390,12227.63206,11616.25044,3915.236255,33.70481961,Safe
3343,MAHARASHTRA,Dhule,Dhule,TALUK,182626,19434.52706,18421.9172,11393.96226,61.85003515,Safe
3344,MAHARASHTRA,Dhule,Sakri,TALUK,196767,20825.77021,19519.02553,9688.171688,49.63450493,Safe
3345,MAHARASHTRA,Dhule,Shirpur,TALUK,130779,18150.28,17242.76,7786.84,45.16005558,Safe
3346,MAHARASHTRA,Dhule,Sindkheda,TALUK,131960,14819.88273,14041.29727,6851.986049,48.79881051,Safe
3347,MAHARASHTRA,Gadchiroli,Aheri,TALUK,114098.49,11035.71875,10368.49875,1575.649854,15.19650907,Safe
3348,MAHARASHTRA,Gadchiroli,Armori,TALUK,63493.87,9277.014234,8788.981226,3134.424153,35.66311125,Safe
3349,MAHARASHTRA,Gadchiroli,Bhamragad,TALUK,37688.2,4394.55,4030.11,336.33,8.345429777,Safe
3350,MAHARASHTRA,Gadchiroli,Chamorshi,TALUK,125583.7,12627.80115,11854.84443,3604.513153,30.40540241,Safe
3351,MAHARASHTRA,Gadchiroli,Dhanora,TALUK,75416.25,9618.658627,9115.969303,2556.490052,28.0440836,Safe
3352,MAHARASHTRA,Gadchiroli,Etapalli,TALUK,114792.15,13613.11735,12895.64737,2211.553191,17.14960969,Safe
3353,MAHARASHTRA,Gadchiroli,Gadchiroli,TALUK,51743.8,6829.282707,6453.635244,1759.392599,27.26203965,Safe
3354,MAHARASHTRA,Gadchiroli,Korchi,TALUK,38658.66,5007.154841,4755.976492,1267.883589,26.65874383,Safe
3355,MAHARASHTRA,Gadchiroli,Kurkheda,TALUK,76871.88,10673.42123,10139.74205,3379.784205,33.33205309,Safe
3356,MAHARASHTRA,Gadchiroli,Mulchera,TALUK,70866.1,7548.130099,7160.710167,1710.795009,23.89141537,Safe
3357,MAHARASHTRA,Gadchiroli,Soroncha,TALUK,78563,9901.299737,9365.802589,3346.752266,35.73374768,Safe
3358,MAHARASHTRA,Gadchiroli,Wadsa,TALUK,38873,6890.337862,6496.679343,1712.759405,26.36361308,Safe
3359,MAHARASHTRA,Gondia,Amgaon,TALUK,35689.05,5042.978187,4790.783985,1418.082466,29.60021723,Safe
3360,MAHARASHTRA,Gondia,Arjuni Moregaon,TALUK,87477.02,15197.07637,14071.40987,2436.464394,17.3149984,Safe
3361,MAHARASHTRA,Gondia,Deori,TALUK,80783.71,8825.917388,8367.107709,1287.52693,15.38795692,Safe
3362,MAHARASHTRA,Gondia,Gondia,TALUK,62169.46,8728.483658,8120.606758,2754.714784,33.9225241,Safe
3363,MAHARASHTRA,Gondia,Goregaon,TALUK,41385.44,5021.353295,4770.294785,2093.873762,43.89401193,Safe
3364,MAHARASHTRA,Gondia,Sadak Arjuni,TALUK,60770.81,8876.181993,8358.052929,3035.198861,36.31466427,Safe
3365,MAHARASHTRA,Gondia,Salekasa,TALUK,39296,6835.668422,6321.842518,1490.725502,23.58055421,Safe
3366,MAHARASHTRA,Gondia,Tirora,TALUK,52133.26,7895.300684,7250.341445,2013.113301,27.76577236,Safe
3367,MAHARASHTRA,Hingoli,Aundha,TALUK,81961,21997.34218,20880.94659,7044.735858,33.73762692,Safe
3368,MAHARASHTRA,Hingoli,Basmath,TALUK,76436,34755.95625,33018.17202,11053.43996,33.476838,Safe
3369,MAHARASHTRA,Hingoli,Hingoli,TALUK,94832,13977.90083,13279.00354,5376.947782,40.49210294,Safe
3370,MAHARASHTRA,Hingoli,Kalmnuri,TALUK,94891,16656.73964,15823.89409,8300.705184,52.45677921,Safe
3371,MAHARASHTRA,Hingoli,Sengaon,TALUK,118121,15555.1111,14777.35376,6672.941218,45.156537,Safe
3372,MAHARASHTRA,Jalgaon,Amalner,TALUK,89266,12703.04815,12067.89025,8549.802775,70.84753507,Semi Critical
3373,MAHARASHTRA,Jalgaon,Bhadgaon,TALUK,49142,10843.61906,10088.14624,7993.432698,79.23589238,Semi Critical
3374,MAHARASHTRA,Jalgaon,Bhusawal,TALUK,53818,6120.909799,5814.879523,4497.341591,77.34195649,Semi Critical
3375,MAHARASHTRA,Jalgaon,Bodwad,TALUK,35669,4152.063784,3944.464864,3038.159143,77.02335418,Semi Critical
3376,MAHARASHTRA,Jalgaon,Chalisgaon,TALUK,103335,15085.47048,14201.7189,10747.83929,75.67984805,Semi Critical
3377,MAHARASHTRA,Jalgaon,Chopda,TALUK,110180,11711.35496,10961.29664,9201.563872,83.94594335,Semi Critical
3378,MAHARASHTRA,Jalgaon,Dharangaon,TALUK,45418,8507.283858,8067.9624,4451.345109,55.17310181,Safe
3379,MAHARASHTRA,Jalgaon,Erandol,TALUK,49177,7444.068334,7070.861339,4746.510463,67.12775481,Safe
3380,MAHARASHTRA,Jalgaon,Jalgaon,TALUK,83198,9085.575442,8626.738796,4677.845146,54.22495402,Safe
3381,MAHARASHTRA,Jalgaon,Jamner,TALUK,126843,13586.36016,12907.03786,9115.43993,70.6237948,Semi Critical
3382,MAHARASHTRA,Jalgaon,Muktainagar,TALUK,63392,5988.875854,5682.17515,4076.733066,71.74599443,Semi Critical
3383,MAHARASHTRA,Jalgaon,Pachora,TALUK,79609,11303.35986,10720.82172,7622.190223,71.09707092,Semi Critical
3384,MAHARASHTRA,Jalgaon,Parola,TALUK,71160,8816.785213,8370.942959,6209.160569,74.17516282,Semi Critical
3385,MAHARASHTRA,Jalgaon,Raver,TALUK,93907,10495.31561,9970.552985,12550.51589,125.8758256,Over Exploited
3386,MAHARASHTRA,Jalgaon,Yawal,TALUK,83769,8973.809433,8492.21037,8972.280237,105.6530614,Over Exploited
3387,MAHARASHTRA,Jalna,Ambad,TALUK,110885,10160.29508,9652.279263,4085.352935,42.32526664,Safe
3388,MAHARASHTRA,Jalna,Badnapur,TALUK,53430.66,5981.590396,5647.435027,3661.11958,64.8280071,Safe
3389,MAHARASHTRA,Jalna,Bhokardan,TALUK,127316.26,14082.04248,13377.91425,7919.466683,59.19806732,Safe
3390,MAHARASHTRA,Jalna,Ghat Sawangi,TALUK,108967,14519.65492,13761.47074,7557.487065,54.91772798,Safe
3391,MAHARASHTRA,Jalna,Jafrabad,TALUK,69380.5,8516.932892,8091.083165,4715.648177,58.28203815,Safe
3392,MAHARASHTRA,Jalna,Jalna,TALUK,123892.18,11661.90204,11078.79943,7007.681096,63.25307304,Safe
3393,MAHARASHTRA,Jalna,Mantha,TALUK,80364.4,8464.095132,8037.747993,3622.993798,45.07473736,Safe
3394,MAHARASHTRA,Jalna,Partur,TALUK,97564,11267.90707,10704.51013,3383.440667,31.60761795,Safe
3395,MAHARASHTRA,Kolhapur,Ajara,TALUK,40265.21,8313.140653,7897.480841,3585.559456,45.40130616,Safe
3396,MAHARASHTRA,Kolhapur,Bhudargad,TALUK,50035.28,7255.760578,6850.08314,3016.705947,44.03896837,Safe
3397,MAHARASHTRA,Kolhapur,Chandgad,TALUK,75070.95,17060.82436,16207.78212,7558.696363,46.63621653,Safe
3398,MAHARASHTRA,Kolhapur,Gadhinglaj,TALUK,47755.05,12510.40954,11884.8776,7134.691619,60.03167941,Safe
3399,MAHARASHTRA,Kolhapur,Gaganbawada,TALUK,12218.74,4023.925188,3822.728335,756.9690925,19.80180191,Safe
3400,MAHARASHTRA,Kolhapur,Hatkanangale,TALUK,57309,11716.55544,11130.72732,6300.336203,56.60309538,Safe
3401,MAHARASHTRA,Kolhapur,Kagal,TALUK,55651.71,13719.10065,12730.52061,5179.363556,40.68461704,Safe
3402,MAHARASHTRA,Kolhapur,Karvir,TALUK,49220.99,13921.38174,13009.19336,5361.50706,41.21321679,Safe
3403,MAHARASHTRA,Kolhapur,Panhala,TALUK,39428.57,10668.15413,10058.67708,4500.940343,44.74684202,Safe
3404,MAHARASHTRA,Kolhapur,Radhanagari,TALUK,47161.84,17294.13237,15903.63629,4863.909156,30.58362923,Safe
3405,MAHARASHTRA,Kolhapur,Shahuwadi,TALUK,34785.66,8039.07169,7487.426206,1888.823756,25.22660931,Safe
3406,MAHARASHTRA,Kolhapur,Shirol,TALUK,53273,11467.23365,10810.54711,4170.917447,38.5819275,Safe
3407,MAHARASHTRA,Latur,Ahmedpur,TALUK,91041,8955.287128,8507.529841,3918.787772,46.06258039,Safe
3408,MAHARASHTRA,Latur,Anantpal Sh,TALUK,17789,2021.636741,1920.559065,889.5549014,46.31749774,Safe
3409,MAHARASHTRA,Latur,Ausa,TALUK,116191,14826.32419,13891.67352,6748.917379,48.58246466,Safe
3410,MAHARASHTRA,Latur,Chakur,TALUK,47981,4906.987799,4661.644446,2783.452523,59.70967017,Safe
3411,MAHARASHTRA,Latur,Devani,TALUK,25576,2466.696384,2343.356907,992.9754368,42.37405893,Safe
3412,MAHARASHTRA,Latur,Jalkot,TALUK,19867,1921.159682,1825.103789,702.5157139,38.49182267,Safe
3413,MAHARASHTRA,Latur,Latur,TALUK,91073,10904.6727,10196.57971,6944.206732,68.10329471,Safe
3414,MAHARASHTRA,Latur,Nilanga,TALUK,120705,12431.93417,11810.33906,6577.006719,55.68855123,Safe
3415,MAHARASHTRA,Latur,Renapur,TALUK,46992,4519.842406,4239.810953,2807.992121,66.22918219,Safe
3416,MAHARASHTRA,Latur,Udgir,TALUK,86333,7923.148805,7526.992704,3607.470702,47.92711835,Safe
3417,MAHARASHTRA,Mumbai,Mumbai,Urban area,7004,1555.42,1477.65,680.14,46.02849119,Safe
3418,MAHARASHTRA,Mumbai Sub,Andheri,Urban area,6916,1501.9,1426.8,619.16,43.39500981,Safe
3419,MAHARASHTRA,Mumbai Sub,Borivali,Urban area,14413,2718.68,2582.74,625.05,24.2010423,Safe
3420,MAHARASHTRA,Mumbai Sub,Kurla,Urban area,15165,2932.78,2786.14,625.7,22.45759366,Safe
3421,MAHARASHTRA,Nagpur,Bhiwapur,TALUK,55765,4456.841479,4124.48472,2124.811195,51.51700973,Safe
3422,MAHARASHTRA,Nagpur,Hingana,TALUK,63315,8026.140612,7624.842586,3604.021052,47.26682566,Safe
3423,MAHARASHTRA,Nagpur,Kalameshwar,TALUK,47112,7534.446488,7060.907782,3924.323798,55.57817662,Safe
3424,MAHARASHTRA,Nagpur,Kamtee,TALUK,37523,5030.667608,4766.50627,2389.082912,50.12230713,Safe
3425,MAHARASHTRA,Nagpur,Katol,TALUK,55293,9787.796336,9233.345041,6210.10314,67.25734945,Safe
3426,MAHARASHTRA,Nagpur,Kuhi,TALUK,74997,7041.162282,6689.110438,3792.606315,56.69821646,Safe
3427,MAHARASHTRA,Nagpur,Mouda,TALUK,75358,11258.52758,10695.59926,2940.979634,27.49710008,Safe
3428,MAHARASHTRA,Nagpur,Nagpur Rural,TALUK,47248,5858.057812,5542.510269,2517.930013,45.42941539,Safe
3429,MAHARASHTRA,Nagpur,Nagpur Urban,Urban area,22457,3706.03153,3520.659115,1101.938652,31.29921462,Safe
3430,MAHARASHTRA,Nagpur,Narkhed,TALUK,64323,10115.08124,9517.396669,6028.227758,63.33904079,Safe
3431,MAHARASHTRA,Nagpur,Parshioni,TALUK,53651,7969.529134,7499.969566,2709.848317,36.13145752,Safe
3432,MAHARASHTRA,Nagpur,Ramtek,TALUK,63271,6454.806267,6128.715555,2292.825907,37.41119793,Safe
3433,MAHARASHTRA,Nagpur,Saoner,TALUK,56237,5454.655378,5074.56751,3405.789843,67.11487898,Safe
3434,MAHARASHTRA,Nagpur,Umred,TALUK,82492,10173.18756,9602.84055,3424.206206,35.6582637,Safe
3435,MAHARASHTRA,Nanded,Ardhapur,TALUK,28176,4180.187081,3971.16924,2321.163636,58.45038313,Safe
3436,MAHARASHTRA,Nanded,Bhokar,TALUK,63026,6966.468097,6618.147306,2208.550012,33.37112201,Safe
3437,MAHARASHTRA,Nanded,Biloli,TALUK,58037,6711.759698,6376.168543,1349.28888,21.16143685,Safe
3438,MAHARASHTRA,Nanded,Degloor,TALUK,66590,7141.420223,6775.340929,2373.246068,35.0276996,Safe
3439,MAHARASHTRA,Nanded,Dharmabad,TALUK,33537,4375.309349,4156.547971,633.9900196,15.2528017,Safe
3440,MAHARASHTRA,Nanded,Hadgaon,TALUK,100411,14090.47798,13385.93093,5144.087259,38.42905873,Safe
3441,MAHARASHTRA,Nanded,Himataytnahar,TALUK,49896,5802.297201,5512.191217,2044.948692,37.098653,Safe
3442,MAHARASHTRA,Nanded,Kandhar,TALUK,77962,10438.77243,9916.823304,2637.991941,26.60117923,Safe
3443,MAHARASHTRA,Nanded,Kinwat,TALUK,147562,17111.54942,16255.98091,3793.128397,23.33374047,Safe
3444,MAHARASHTRA,Nanded,Loha,TALUK,84955,11085.4279,10531.15069,3317.843157,31.50503923,Safe
3445,MAHARASHTRA,Nanded,Mahur,TALUK,49818,5562.277624,5284.171872,2073.128486,39.23279817,Safe
3446,MAHARASHTRA,Nanded,Mudkhed,TALUK,32394,4133.210436,3926.554979,2091.353331,53.26178654,Safe
3447,MAHARASHTRA,Nanded,Mukhed,TALUK,87594,9398.891704,8928.952484,2356.72709,26.39421695,Safe
3448,MAHARASHTRA,Nanded,Naigaon,TALUK,56560,7392.004791,7022.409491,2035.529088,28.98619185,Safe
3449,MAHARASHTRA,Nanded,Nanded,TALUK,40633,6259.818981,5946.813861,2532.783325,42.59059361,Safe
3450,MAHARASHTRA,Nanded,Umari,TALUK,40620,4959.157085,4711.206265,1338.570619,28.41248172,Safe
3451,MAHARASHTRA,Nandurbar,Akkalkuva,TALUK,41428,5074.140795,4820.435517,1864.045359,38.66964619,Safe
3452,MAHARASHTRA,Nandurbar,Akrani,TALUK,37951,3941.109722,3744.081474,1044.086813,27.88632726,Safe
3453,MAHARASHTRA,Nandurbar,Nandurbar,TALUK,98370,12352.81676,11681.42683,6183.683749,52.93603117,Safe
3454,MAHARASHTRA,Nandurbar,Nawapur,TALUK,90952,14355.25324,13581.19317,4836.706251,35.61326454,Safe
3455,MAHARASHTRA,Nandurbar,Shahada,TALUK,113802,12060.46579,11384.26192,4715.060398,41.41735698,Safe
3456,MAHARASHTRA,Nandurbar,Taloda,TALUK,32775,4051.662427,3849.095414,1845.621213,47.94947942,Safe
3457,MAHARASHTRA,Nashik,Baglan Satana,TALUK,132843,13511.79322,12685.25857,10172.90434,80.19469438,Semi Critical
3458,MAHARASHTRA,Nashik,Chandwad,TALUK,79776,11742.71991,11014.51203,8928.580277,81.06196853,Semi Critical
3459,MAHARASHTRA,Nashik,Deola,TALUK,50983,6805.939237,6465.629151,5684.410863,87.91736628,Semi Critical
3460,MAHARASHTRA,Nashik,Dindori,TALUK,90388,12274.9422,11589.21132,7178.048952,61.93733771,Safe
3461,MAHARASHTRA,Nashik,Igatpuri,TALUK,66295,17674.43219,16763.85713,4208.065242,25.10201089,Safe
3462,MAHARASHTRA,Nashik,Kalwan,TALUK,61064,8208.195374,7791.936584,4821.026227,61.87199003,Safe
3463,MAHARASHTRA,Nashik,Malegaon,TALUK,158540,19967.28343,18948.51627,11306.8687,59.67152539,Safe
3464,MAHARASHTRA,Nashik,Nandgaon,TALUK,108456,10901.59417,10348.03541,5959.367416,57.58936051,Safe
3465,MAHARASHTRA,Nashik,Nasik,TALUK,73730,15713.73065,14519.4994,6384.8886,43.97457807,Safe
3466,MAHARASHTRA,Nashik,Niphad,TALUK,112934,17790.14144,16725.18773,15903.5408,95.08736798,Critical
